Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Km_Per_Year,Model,Price_Lakhs
Volkswagen,Pune,2023,30654,Petrol,Manual,First,17.5,1498.0,147.5,5.0,3,10218.0,Taigun GT Plus,12.62
Volkswagen,Ahmedabad,2024,27417,Petrol,Manual,First,18.7,1498.0,147.5,5.0,2,13708.5,Taigun GT Plus,15.35
Volkswagen,Kochi,2024,26639,Petrol,Manual,First,17.8,1498.0,147.5,5.0,2,13319.5,Taigun GT Plus,14.87
Volkswagen,Hyderabad,2024,25651,Petrol,Manual,Second,17.7,1498.0,147.5,5.0,2,12825.5,Taigun GT Plus,13.98
Volkswagen,Pune,2024,26844,Petrol,Manual,First,17.3,1498.0,147.5,5.0,2,13422.0,Taigun GT Plus,14.39
Volkswagen,Hyderabad,2024,28116,Petrol,Manual,First,18.7,1498.0,147.5,5.0,2,14058.0,Taigun GT Plus,17.0
Volkswagen,Hyderabad,2024,22748,Petrol,Manual,First,18.3,1498.0,147.5,5.0,2,11374.0,Taigun GT Plus,15.6
Volkswagen,Hyderabad,2025,6764,Petrol,Automatic,First,18.3,1498.0,147.5,5.0,1,6764.0,Taigun GT Plus,14.7
Volkswagen,Delhi,2025,5937,Petrol,Manual,First,18.5,1498.0,147.5,5.0,1,5937.0,Taigun GT Plus,14.59
Volkswagen,Hyderabad,2025,8908,Petrol,Automatic,First,17.1,1498.0,147.5,5.0,1,8908.0,Taigun GT Plus,16.69
Volkswagen,Chennai,2025,17744,Petrol,Automatic,First,18.2,1498.0,147.5,5.0,1,17744.0,Taigun GT Plus,16.78
Volkswagen,Kochi,2026,6411,Petrol,Automatic,First,18.6,1498.0,147.5,5.0,0,6411.0,Taigun GT Plus,21.88
Volkswagen,Delhi,2026,6443,Petrol,Manual,First,17.5,1498.0,147.5,5.0,0,6443.0,Taigun GT Plus,14.56
Volkswagen,Jaipur,2021,74301,Petrol,Automatic,First,19.2,999.0,115.0,5.0,5,14860.2,Taigun Topline 1.0 TSI,7.43
Volkswagen,Bangalore,2021,55029,Petrol,Manual,Second,19.9,999.0,115.0,5.0,5,11005.8,Taigun Topline 1.0 TSI,7.59
Volkswagen,Mumbai,2021,71446,Petrol,Manual,Second,19.8,999.0,115.0,5.0,5,14289.2,Taigun Topline 1.0 TSI,9.93
Volkswagen,Hyderabad,2021,53451,Petrol,Automatic,First,20.3,999.0,115.0,5.0,5,10690.2,Taigun Topline 1.0 TSI,11.24
Volkswagen,Hyderabad,2022,32474,Petrol,Manual,First,19.6,999.0,115.0,5.0,4,8118.5,Taigun Topline 1.0 TSI,10.89
Volkswagen,Delhi,2022,56585,Petrol,Automatic,First,19.6,999.0,115.0,5.0,4,14146.2,Taigun Topline 1.0 TSI,11.0
Volkswagen,Coimbatore,2022,58095,Petrol,Manual,First,19.1,999.0,115.0,5.0,4,14523.8,Taigun Topline 1.0 TSI,8.01
Volkswagen,Coimbatore,2022,45708,Petrol,Automatic,First,20.2,999.0,115.0,5.0,4,11427.0,Taigun Topline 1.0 TSI,10.65
Volkswagen,Coimbatore,2022,48836,Petrol,Automatic,First,19.7,999.0,115.0,5.0,4,12209.0,Taigun Topline 1.0 TSI,9.91
Volkswagen,Jaipur,2022,41525,Petrol,Automatic,Second,20.7,999.0,115.0,5.0,4,10381.2,Taigun Topline 1.0 TSI,8.28
Volkswagen,Ahmedabad,2023,24265,Petrol,Automatic,First,20.3,999.0,115.0,5.0,3,8088.3,Taigun Topline 1.0 TSI,12.61
Volkswagen,Hyderabad,2023,39439,Petrol,Automatic,First,20.5,999.0,115.0,5.0,3,13146.3,Taigun Topline 1.0 TSI,11.27
Volkswagen,Hyderabad,2023,46785,Petrol,Automatic,First,20.5,999.0,115.0,5.0,3,15595.0,Taigun Topline 1.0 TSI,10.13
Volkswagen,Ahmedabad,2023,30282,Petrol,Automatic,First,19.8,999.0,115.0,5.0,3,10094.0,Taigun Topline 1.0 TSI,16.91
Volkswagen,Ahmedabad,2023,30056,Petrol,Automatic,First,20.0,999.0,115.0,5.0,3,10018.7,Taigun Topline 1.0 TSI,12.56
Volkswagen,Hyderabad,2023,30137,Petrol,Automatic,First,19.7,999.0,115.0,5.0,3,10045.7,Taigun Topline 1.0 TSI,12.92
Volkswagen,Ahmedabad,2024,18582,Petrol,Manual,First,20.5,999.0,115.0,5.0,2,9291.0,Taigun Topline 1.0 TSI,16.93
Volkswagen,Ahmedabad,2024,20400,Petrol,Automatic,First,19.1,999.0,115.0,5.0,2,10200.0,Taigun Topline 1.0 TSI,12.68
Volkswagen,Hyderabad,2024,22410,Petrol,Automatic,First,19.3,999.0,115.0,5.0,2,11205.0,Taigun Topline 1.0 TSI,8.27
Volkswagen,Chennai,2024,10228,Petrol,Manual,Second,18.9,999.0,115.0,5.0,2,5114.0,Taigun Topline 1.0 TSI,9.49
Volkswagen,Ahmedabad,2024,26348,Petrol,Automatic,First,19.9,999.0,115.0,5.0,2,13174.0,Taigun Topline 1.0 TSI,7.6
Volkswagen,Bangalore,2024,18919,Petrol,Manual,First,20.0,999.0,115.0,5.0,2,9459.5,Taigun Topline 1.0 TSI,12.42
Volkswagen,Jaipur,2025,12800,Petrol,Manual,First,20.3,999.0,115.0,5.0,1,12800.0,Taigun Topline 1.0 TSI,10.55
Volkswagen,Kolkata,2025,17917,Petrol,Automatic,First,19.0,999.0,115.0,5.0,1,17917.0,Taigun Topline 1.0 TSI,18.56
Volkswagen,Kolkata,2025,15238,Petrol,Automatic,First,19.4,999.0,115.0,5.0,1,15238.0,Taigun Topline 1.0 TSI,17.48
Volkswagen,Jaipur,2025,14492,Petrol,Automatic,First,19.7,999.0,115.0,5.0,1,14492.0,Taigun Topline 1.0 TSI,12.57
Volkswagen,Pune,2026,5848,Petrol,Automatic,First,19.4,999.0,115.0,5.0,0,5848.0,Taigun Topline 1.0 TSI,15.74
Volkswagen,Kochi,2026,5862,Petrol,Automatic,First,20.5,999.0,115.0,5.0,0,5862.0,Taigun Topline 1.0 TSI,17.17
Volkswagen,Chennai,2021,65193,Petrol,Automatic,First,12.4,1984.0,187.4,5.0,5,13038.6,Tiguan Elegance,15.56
Volkswagen,Mumbai,2021,69609,Petrol,Automatic,First,12.3,1984.0,187.4,5.0,5,13921.8,Tiguan Elegance,22.06
Volkswagen,Coimbatore,2021,52116,Petrol,Automatic,First,12.5,1984.0,187.4,5.0,5,10423.2,Tiguan Elegance,23.52
Volkswagen,Delhi,2021,72523,Petrol,Automatic,First,12.3,1984.0,187.4,5.0,5,14504.6,Tiguan Elegance,17.62
Volkswagen,Chennai,2022,29530,Petrol,Automatic,First,13.1,1984.0,187.4,5.0,4,7382.5,Tiguan Elegance,22.2
Volkswagen,Kolkata,2022,59980,Petrol,Automatic,First,12.5,1984.0,187.4,5.0,4,14995.0,Tiguan Elegance,22.42
Volkswagen,Bangalore,2022,53728,Petrol,Automatic,First,12.2,1984.0,187.4,5.0,4,13432.0,Tiguan Elegance,28.53
Volkswagen,Kochi,2022,32613,Petrol,Automatic,Second,12.4,1984.0,187.4,5.0,4,8153.2,Tiguan Elegance,21.27
Volkswagen,Pune,2022,54849,Petrol,Automatic,Second,12.3,1984.0,187.4,5.0,4,13712.2,Tiguan Elegance,23.1
Volkswagen,Hyderabad,2022,45021,Petrol,Automatic,First,13.1,1984.0,187.4,5.0,4,11255.2,Tiguan Elegance,20.32
Volkswagen,Bangalore,2023,32051,Petrol,Automatic,First,12.0,1984.0,187.4,5.0,3,10683.7,Tiguan Elegance,24.99
Volkswagen,Hyderabad,2023,37848,Petrol,Automatic,First,12.5,1984.0,187.4,5.0,3,12616.0,Tiguan Elegance,20.36
Volkswagen,Hyderabad,2023,34370,Petrol,Automatic,First,12.6,1984.0,187.4,5.0,3,11456.7,Tiguan Elegance,33.63
Volkswagen,Mumbai,2023,32409,Petrol,Automatic,First,12.0,1984.0,187.4,5.0,3,10803.0,Tiguan Elegance,20.58
Volkswagen,Pune,2023,43281,Petrol,Automatic,Second,12.4,1984.0,187.4,5.0,3,14427.0,Tiguan Elegance,20.84
Volkswagen,Hyderabad,2023,37318,Petrol,Automatic,First,12.2,1984.0,187.4,5.0,3,12439.3,Tiguan Elegance,14.7
Volkswagen,Bangalore,2024,30260,Petrol,Automatic,First,12.1,1984.0,187.4,5.0,2,15130.0,Tiguan Elegance,23.17
Volkswagen,Ahmedabad,2024,15954,Petrol,Automatic,Second,12.3,1984.0,187.4,5.0,2,7977.0,Tiguan Elegance,22.35
Volkswagen,Mumbai,2024,12258,Petrol,Automatic,Second,12.7,1984.0,187.4,5.0,2,6129.0,Tiguan Elegance,28.73
Volkswagen,Hyderabad,2024,28484,Petrol,Automatic,Second,13.0,1984.0,187.4,5.0,2,14242.0,Tiguan Elegance,24.74
Volkswagen,Bangalore,2024,12668,Petrol,Automatic,First,12.1,1984.0,187.4,5.0,2,6334.0,Tiguan Elegance,24.67
Volkswagen,Bangalore,2024,19746,Petrol,Automatic,First,12.4,1984.0,187.4,5.0,2,9873.0,Tiguan Elegance,23.49
Volkswagen,Ahmedabad,2025,7904,Petrol,Automatic,First,12.2,1984.0,187.4,5.0,1,7904.0,Tiguan Elegance,24.99
Volkswagen,Delhi,2025,10847,Petrol,Automatic,First,12.6,1984.0,187.4,5.0,1,10847.0,Tiguan Elegance,28.05
Volkswagen,Ahmedabad,2025,12980,Petrol,Automatic,First,12.4,1984.0,187.4,5.0,1,12980.0,Tiguan Elegance,26.59
Volkswagen,Hyderabad,2025,10288,Petrol,Automatic,First,13.0,1984.0,187.4,5.0,1,10288.0,Tiguan Elegance,19.68
Volkswagen,Delhi,2026,2277,Petrol,Automatic,First,12.7,1984.0,187.4,5.0,0,2277.0,Tiguan Elegance,37.89
Volkswagen,Chennai,2026,4142,Petrol,Automatic,First,12.7,1984.0,187.4,5.0,0,4142.0,Tiguan Elegance,36.94
Volkswagen,Chennai,2020,40664,Petrol,Automatic,First,17.9,999.0,110.0,5.0,6,6777.3,Vento 1.0 TSI Highline Plus,6.7
Volkswagen,Bangalore,2020,114099,Petrol,Automatic,Third,18.1,999.0,110.0,5.0,6,19016.5,Vento 1.0 TSI Highline Plus,7.54
Volkswagen,Mumbai,2020,90952,Petrol,Manual,First,18.3,999.0,110.0,5.0,6,15158.7,Vento 1.0 TSI Highline Plus,6.73
Volkswagen,Kolkata,2020,56886,Petrol,Manual,Second,18.1,999.0,110.0,5.0,6,9481.0,Vento 1.0 TSI Highline Plus,5.97
Volkswagen,Kolkata,2021,75470,Petrol,Manual,First,17.7,999.0,110.0,5.0,5,15094.0,Vento 1.0 TSI Highline Plus,8.06
Volkswagen,Pune,2021,45715,Petrol,Manual,First,17.9,999.0,110.0,5.0,5,9143.0,Vento 1.0 TSI Highline Plus,8.5
Volkswagen,Ahmedabad,2021,72993,Petrol,Automatic,First,18.1,999.0,110.0,5.0,5,14598.6,Vento 1.0 TSI Highline Plus,4.72
Volkswagen,Ahmedabad,2021,48353,Petrol,Automatic,First,18.2,999.0,110.0,5.0,5,9670.6,Vento 1.0 TSI Highline Plus,5.25
Volkswagen,Pune,2022,38951,Petrol,Automatic,First,17.9,999.0,110.0,5.0,4,9737.8,Vento 1.0 TSI Highline Plus,5.39
Volkswagen,Ahmedabad,2022,43162,Petrol,Manual,First,18.0,999.0,110.0,5.0,4,10790.5,Vento 1.0 TSI Highline Plus,5.03
Volkswagen,Kolkata,2022,45385,Petrol,Automatic,First,17.2,999.0,110.0,5.0,4,11346.2,Vento 1.0 TSI Highline Plus,9.55
Volkswagen,Kochi,2022,37998,Petrol,Manual,First,17.4,999.0,110.0,5.0,4,9499.5,Vento 1.0 TSI Highline Plus,11.19
Volkswagen,Hyderabad,2022,39842,Petrol,Manual,Second,17.5,999.0,110.0,5.0,4,9960.5,Vento 1.0 TSI Highline Plus,6.06
Volkswagen,Jaipur,2022,31568,Petrol,Automatic,First,18.5,999.0,110.0,5.0,4,7892.0,Vento 1.0 TSI Highline Plus,8.96
Volkswagen,Hyderabad,2023,41740,Petrol,Automatic,First,17.5,999.0,110.0,5.0,3,13913.3,Vento 1.0 TSI Highline Plus,9.72
Volkswagen,Mumbai,2023,26354,Petrol,Manual,First,18.4,999.0,110.0,5.0,3,8784.7,Vento 1.0 TSI Highline Plus,5.64
Volkswagen,Mumbai,2023,30174,Petrol,Automatic,First,17.2,999.0,110.0,5.0,3,10058.0,Vento 1.0 TSI Highline Plus,5.74
Volkswagen,Bangalore,2023,45718,Petrol,Automatic,First,18.2,999.0,110.0,5.0,3,15239.3,Vento 1.0 TSI Highline Plus,9.85
Volkswagen,Kolkata,2023,48436,Petrol,Automatic,First,18.4,999.0,110.0,5.0,3,16145.3,Vento 1.0 TSI Highline Plus,11.9
Volkswagen,Mumbai,2023,41411,Petrol,Manual,First,16.9,999.0,110.0,5.0,3,13803.7,Vento 1.0 TSI Highline Plus,6.56
Volkswagen,Chennai,2024,26937,Petrol,Manual,Second,18.4,999.0,110.0,5.0,2,13468.5,Vento 1.0 TSI Highline Plus,5.91
Volkswagen,Kolkata,2024,21913,Petrol,Manual,Second,17.9,999.0,110.0,5.0,2,10956.5,Vento 1.0 TSI Highline Plus,8.27
Volkswagen,Bangalore,2024,16148,Petrol,Manual,First,17.0,999.0,110.0,5.0,2,8074.0,Vento 1.0 TSI Highline Plus,8.04
Volkswagen,Delhi,2024,28805,Petrol,Manual,First,17.8,999.0,110.0,5.0,2,14402.5,Vento 1.0 TSI Highline Plus,8.84
Volkswagen,Bangalore,2024,26968,Petrol,Automatic,First,18.5,999.0,110.0,5.0,2,13484.0,Vento 1.0 TSI Highline Plus,13.13
Volkswagen,Coimbatore,2024,15430,Petrol,Automatic,First,17.4,999.0,110.0,5.0,2,7715.0,Vento 1.0 TSI Highline Plus,13.71
Volkswagen,Kochi,2025,15660,Petrol,Manual,First,17.4,999.0,110.0,5.0,1,15660.0,Vento 1.0 TSI Highline Plus,12.86
Volkswagen,Coimbatore,2025,11414,Petrol,Automatic,First,18.2,999.0,110.0,5.0,1,11414.0,Vento 1.0 TSI Highline Plus,11.25
Volkswagen,Kolkata,2025,15851,Petrol,Automatic,First,17.4,999.0,110.0,5.0,1,15851.0,Vento 1.0 TSI Highline Plus,14.08
Volkswagen,Pune,2025,9778,Petrol,Manual,First,18.0,999.0,110.0,5.0,1,9778.0,Vento 1.0 TSI Highline Plus,9.13
Volkswagen,Chennai,2026,6440,Petrol,Manual,First,17.0,999.0,110.0,5.0,0,6440.0,Vento 1.0 TSI Highline Plus,8.49
Volkswagen,Coimbatore,2026,3927,Petrol,Manual,First,16.9,999.0,110.0,5.0,0,3927.0,Vento 1.0 TSI Highline Plus,14.59
Skoda,Jaipur,2024,23232,Petrol,Automatic,First,19.5,999.0,115.0,5.0,2,11616.0,Kylaq Signature Plus,8.85
Skoda,Ahmedabad,2024,22959,Petrol,Automatic,First,19.5,999.0,115.0,5.0,2,11479.5,Kylaq Signature Plus,10.3
Skoda,Hyderabad,2024,12982,Petrol,Automatic,First,19.8,999.0,115.0,5.0,2,6491.0,Kylaq Signature Plus,12.64
Skoda,Bangalore,2024,21300,Petrol,Automatic,Second,19.9,999.0,115.0,5.0,2,10650.0,Kylaq Signature Plus,8.88
Skoda,Kolkata,2024,20814,Petrol,Automatic,First,19.1,999.0,115.0,5.0,2,10407.0,Kylaq Signature Plus,9.76
Skoda,Pune,2024,28978,Petrol,Automatic,Second,20.3,999.0,115.0,5.0,2,14489.0,Kylaq Signature Plus,11.81
Skoda,Hyderabad,2025,15268,Petrol,Manual,First,19.7,999.0,115.0,5.0,1,15268.0,Kylaq Signature Plus,9.78
Skoda,Jaipur,2025,7912,Petrol,Automatic,First,19.7,999.0,115.0,5.0,1,7912.0,Kylaq Signature Plus,10.28
Skoda,Hyderabad,2025,16527,Petrol,Automatic,First,19.7,999.0,115.0,5.0,1,16527.0,Kylaq Signature Plus,12.96
Skoda,Kochi,2025,17159,Petrol,Manual,First,18.5,999.0,115.0,5.0,1,17159.0,Kylaq Signature Plus,11.9
Skoda,Coimbatore,2026,1896,Petrol,Manual,First,18.7,999.0,115.0,5.0,0,1896.0,Kylaq Signature Plus,9.14
Skoda,Coimbatore,2026,6430,Petrol,Manual,First,19.2,999.0,115.0,5.0,0,6430.0,Kylaq Signature Plus,8.19
Skoda,Chennai,2022,44819,Petrol,Automatic,First,18.8,1498.0,147.5,5.0,4,11204.8,Slavia Style 1.5 TSI,13.15
Skoda,Coimbatore,2022,33305,Petrol,Automatic,First,17.9,1498.0,147.5,5.0,4,8326.2,Slavia Style 1.5 TSI,9.4
Skoda,Jaipur,2022,59792,Petrol,Automatic,Second,19.6,1498.0,147.5,5.0,4,14948.0,Slavia Style 1.5 TSI,8.46
Skoda,Delhi,2022,29725,Petrol,Automatic,First,17.8,1498.0,147.5,5.0,4,7431.2,Slavia Style 1.5 TSI,14.07
Skoda,Coimbatore,2022,65894,Petrol,Automatic,First,18.5,1498.0,147.5,5.0,4,16473.5,Slavia Style 1.5 TSI,10.2
Skoda,Kochi,2022,37103,Petrol,Manual,First,19.4,1498.0,147.5,5.0,4,9275.8,Slavia Style 1.5 TSI,10.16
Skoda,Jaipur,2023,29800,Petrol,Manual,First,19.2,1498.0,147.5,5.0,3,9933.3,Slavia Style 1.5 TSI,16.45
Skoda,Jaipur,2023,45612,Petrol,Manual,First,19.2,1498.0,147.5,5.0,3,15204.0,Slavia Style 1.5 TSI,9.48
Skoda,Delhi,2023,21710,Petrol,Automatic,First,18.8,1498.0,147.5,5.0,3,7236.7,Slavia Style 1.5 TSI,16.83
Skoda,Hyderabad,2023,31556,Petrol,Manual,First,18.1,1498.0,147.5,5.0,3,10518.7,Slavia Style 1.5 TSI,8.46
Skoda,Chennai,2023,34462,Petrol,Manual,Second,19.4,1498.0,147.5,5.0,3,11487.3,Slavia Style 1.5 TSI,12.33
Skoda,Pune,2023,44656,Petrol,Automatic,First,18.6,1498.0,147.5,5.0,3,14885.3,Slavia Style 1.5 TSI,16.14
Skoda,Bangalore,2024,14615,Petrol,Manual,First,19.5,1498.0,147.5,5.0,2,7307.5,Slavia Style 1.5 TSI,11.76
Skoda,Hyderabad,2024,9904,Petrol,Manual,First,19.2,1498.0,147.5,5.0,2,4952.0,Slavia Style 1.5 TSI,18.95
Skoda,Ahmedabad,2024,24233,Petrol,Manual,First,18.8,1498.0,147.5,5.0,2,12116.5,Slavia Style 1.5 TSI,14.41
Skoda,Mumbai,2024,23630,Petrol,Automatic,First,17.9,1498.0,147.5,5.0,2,11815.0,Slavia Style 1.5 TSI,10.44
Skoda,Delhi,2024,23083,Petrol,Manual,First,18.2,1498.0,147.5,5.0,2,11541.5,Slavia Style 1.5 TSI,12.25
Skoda,Bangalore,2024,17538,Petrol,Manual,First,19.2,1498.0,147.5,5.0,2,8769.0,Slavia Style 1.5 TSI,14.79
Skoda,Pune,2025,8537,Petrol,Manual,First,18.6,1498.0,147.5,5.0,1,8537.0,Slavia Style 1.5 TSI,11.7
Skoda,Hyderabad,2025,12570,Petrol,Manual,First,17.8,1498.0,147.5,5.0,1,12570.0,Slavia Style 1.5 TSI,18.69
Skoda,Mumbai,2025,13302,Petrol,Automatic,First,18.3,1498.0,147.5,5.0,1,13302.0,Slavia Style 1.5 TSI,16.6
Skoda,Jaipur,2025,6324,Petrol,Manual,First,19.4,1498.0,147.5,5.0,1,6324.0,Slavia Style 1.5 TSI,16.74
Skoda,Chennai,2026,6489,Petrol,Manual,First,19.4,1498.0,147.5,5.0,0,6489.0,Slavia Style 1.5 TSI,14.7
Skoda,Ahmedabad,2026,7652,Petrol,Manual,First,19.1,1498.0,147.5,5.0,0,7652.0,Slavia Style 1.5 TSI,16.15
Skoda,Coimbatore,2022,53573,Petrol,Automatic,First,19.7,999.0,115.0,5.0,4,13393.2,Slavia Ambition 1.0 TSI,10.13
Skoda,Bangalore,2022,54462,Petrol,Automatic,First,20.1,999.0,115.0,5.0,4,13615.5,Slavia Ambition 1.0 TSI,9.47
Skoda,Delhi,2022,33054,Petrol,Manual,Second,19.8,999.0,115.0,5.0,4,8263.5,Slavia Ambition 1.0 TSI,5.92
Skoda,Kochi,2022,39775,Petrol,Manual,First,20.3,999.0,115.0,5.0,4,9943.8,Slavia Ambition 1.0 TSI,8.18
Skoda,Coimbatore,2022,53316,Petrol,Automatic,First,19.4,999.0,115.0,5.0,4,13329.0,Slavia Ambition 1.0 TSI,10.52
Skoda,Bangalore,2022,46453,Petrol,Automatic,Second,18.8,999.0,115.0,5.0,4,11613.2,Slavia Ambition 1.0 TSI,8.14
Skoda,Chennai,2023,23448,Petrol,Automatic,First,19.9,999.0,115.0,5.0,3,7816.0,Slavia Ambition 1.0 TSI,9.16
Skoda,Mumbai,2023,31117,Petrol,Automatic,First,19.4,999.0,115.0,5.0,3,10372.3,Slavia Ambition 1.0 TSI,11.08
Skoda,Jaipur,2023,23002,Petrol,Manual,First,19.5,999.0,115.0,5.0,3,7667.3,Slavia Ambition 1.0 TSI,9.46
Skoda,Delhi,2023,26260,Petrol,Manual,First,19.9,999.0,115.0,5.0,3,8753.3,Slavia Ambition 1.0 TSI,6.73
Skoda,Delhi,2023,36635,Petrol,Manual,First,18.9,999.0,115.0,5.0,3,12211.7,Slavia Ambition 1.0 TSI,5.82
Skoda,Mumbai,2023,35498,Petrol,Manual,First,19.7,999.0,115.0,5.0,3,11832.7,Slavia Ambition 1.0 TSI,5.84
Skoda,Coimbatore,2024,25835,Petrol,Manual,First,19.5,999.0,115.0,5.0,2,12917.5,Slavia Ambition 1.0 TSI,10.86
Skoda,Ahmedabad,2024,23201,Petrol,Automatic,Second,19.9,999.0,115.0,5.0,2,11600.5,Slavia Ambition 1.0 TSI,12.87
Skoda,Coimbatore,2024,21132,Petrol,Manual,First,19.6,999.0,115.0,5.0,2,10566.0,Slavia Ambition 1.0 TSI,11.28
Skoda,Ahmedabad,2024,17957,Petrol,Manual,First,19.2,999.0,115.0,5.0,2,8978.5,Slavia Ambition 1.0 TSI,7.69
Skoda,Mumbai,2024,21005,Petrol,Automatic,First,18.8,999.0,115.0,5.0,2,10502.5,Slavia Ambition 1.0 TSI,9.55
Skoda,Kolkata,2024,20964,Petrol,Automatic,First,19.8,999.0,115.0,5.0,2,10482.0,Slavia Ambition 1.0 TSI,14.48
Skoda,Mumbai,2025,10787,Petrol,Automatic,First,19.7,999.0,115.0,5.0,1,10787.0,Slavia Ambition 1.0 TSI,15.16
Skoda,Hyderabad,2025,11328,Petrol,Automatic,First,18.9,999.0,115.0,5.0,1,11328.0,Slavia Ambition 1.0 TSI,15.54
Skoda,Kolkata,2025,11357,Petrol,Manual,First,19.3,999.0,115.0,5.0,1,11357.0,Slavia Ambition 1.0 TSI,8.49
Skoda,Chennai,2025,15128,Petrol,Automatic,First,20.3,999.0,115.0,5.0,1,15128.0,Slavia Ambition 1.0 TSI,12.2
Skoda,Bangalore,2026,1983,Petrol,Manual,First,18.8,999.0,115.0,5.0,0,1983.0,Slavia Ambition 1.0 TSI,15.69
Skoda,Mumbai,2026,2572,Petrol,Automatic,First,19.7,999.0,115.0,5.0,0,2572.0,Slavia Ambition 1.0 TSI,15.61
Skoda,Jaipur,2021,72868,Petrol,Manual,First,18.0,1498.0,147.5,5.0,5,14573.6,Kushaq Monte Carlo 1.5,10.84
Skoda,Kochi,2021,44390,Petrol,Manual,First,18.3,1498.0,147.5,5.0,5,8878.0,Kushaq Monte Carlo 1.5,14.58
Skoda,Ahmedabad,2021,44139,Petrol,Manual,First,17.7,1498.0,147.5,5.0,5,8827.8,Kushaq Monte Carlo 1.5,7.19
Skoda,Pune,2021,49001,Petrol,Manual,First,18.5,1498.0,147.5,5.0,5,9800.2,Kushaq Monte Carlo 1.5,6.8
Skoda,Hyderabad,2022,58132,Petrol,Manual,First,18.5,1498.0,147.5,5.0,4,14533.0,Kushaq Monte Carlo 1.5,11.52
Skoda,Delhi,2022,34538,Petrol,Automatic,Second,17.9,1498.0,147.5,5.0,4,8634.5,Kushaq Monte Carlo 1.5,8.97
Skoda,Bangalore,2022,64205,Petrol,Automatic,Second,17.3,1498.0,147.5,5.0,4,16051.2,Kushaq Monte Carlo 1.5,13.27
Skoda,Delhi,2022,50095,Petrol,Manual,Second,17.2,1498.0,147.5,5.0,4,12523.8,Kushaq Monte Carlo 1.5,13.79
Skoda,Pune,2022,58957,Petrol,Manual,Second,17.7,1498.0,147.5,5.0,4,14739.2,Kushaq Monte Carlo 1.5,13.23
Skoda,Hyderabad,2022,49286,Petrol,Manual,First,18.6,1498.0,147.5,5.0,4,12321.5,Kushaq Monte Carlo 1.5,11.73
Skoda,Pune,2023,20239,Petrol,Manual,First,17.9,1498.0,147.5,5.0,3,6746.3,Kushaq Monte Carlo 1.5,11.89
Skoda,Kolkata,2023,36710,Petrol,Automatic,First,17.3,1498.0,147.5,5.0,3,12236.7,Kushaq Monte Carlo 1.5,18.5
Skoda,Chennai,2023,35234,Petrol,Automatic,First,18.0,1498.0,147.5,5.0,3,11744.7,Kushaq Monte Carlo 1.5,12.98
Skoda,Mumbai,2023,33069,Petrol,Manual,First,17.9,1498.0,147.5,5.0,3,11023.0,Kushaq Monte Carlo 1.5,14.16
Skoda,Delhi,2023,49307,Petrol,Automatic,First,17.3,1498.0,147.5,5.0,3,16435.7,Kushaq Monte Carlo 1.5,10.02
Skoda,Bangalore,2023,26494,Petrol,Automatic,First,18.7,1498.0,147.5,5.0,3,8831.3,Kushaq Monte Carlo 1.5,15.35
Skoda,Kochi,2024,15423,Petrol,Automatic,Second,17.0,1498.0,147.5,5.0,2,7711.5,Kushaq Monte Carlo 1.5,13.66
Skoda,Kochi,2024,23633,Petrol,Manual,First,18.3,1498.0,147.5,5.0,2,11816.5,Kushaq Monte Carlo 1.5,18.03
Skoda,Pune,2024,18431,Petrol,Manual,First,18.4,1498.0,147.5,5.0,2,9215.5,Kushaq Monte Carlo 1.5,15.05
Skoda,Jaipur,2024,20482,Petrol,Manual,First,17.9,1498.0,147.5,5.0,2,10241.0,Kushaq Monte Carlo 1.5,17.19
Skoda,Chennai,2024,21547,Petrol,Manual,First,17.9,1498.0,147.5,5.0,2,10773.5,Kushaq Monte Carlo 1.5,10.81
Skoda,Kolkata,2024,17143,Petrol,Automatic,First,17.7,1498.0,147.5,5.0,2,8571.5,Kushaq Monte Carlo 1.5,14.54
Skoda,Pune,2025,15984,Petrol,Manual,First,18.2,1498.0,147.5,5.0,1,15984.0,Kushaq Monte Carlo 1.5,15.28
Skoda,Jaipur,2025,11074,Petrol,Manual,First,17.2,1498.0,147.5,5.0,1,11074.0,Kushaq Monte Carlo 1.5,13.36
Skoda,Hyderabad,2025,10029,Petrol,Automatic,First,18.6,1498.0,147.5,5.0,1,10029.0,Kushaq Monte Carlo 1.5,14.35
Skoda,Mumbai,2025,13387,Petrol,Manual,First,17.4,1498.0,147.5,5.0,1,13387.0,Kushaq Monte Carlo 1.5,20.3
Skoda,Bangalore,2026,2301,Petrol,Automatic,First,17.1,1498.0,147.5,5.0,0,2301.0,Kushaq Monte Carlo 1.5,24.22
Skoda,Hyderabad,2026,4081,Petrol,Automatic,First,18.0,1498.0,147.5,5.0,0,4081.0,Kushaq Monte Carlo 1.5,14.41
Skoda,Ahmedabad,2021,70122,Petrol,Automatic,First,20.0,999.0,115.0,5.0,5,14024.4,Kushaq Ambition 1.0 TSI,7.55
Skoda,Bangalore,2021,59647,Petrol,Automatic,First,18.9,999.0,115.0,5.0,5,11929.4,Kushaq Ambition 1.0 TSI,10.24
Skoda,Chennai,2021,46952,Petrol,Manual,First,19.7,999.0,115.0,5.0,5,9390.4,Kushaq Ambition 1.0 TSI,11.3
